student_id,tenth_percentage,twelfth_percentage,cgpa,active_backlogs,aptitude_score,coding_score,dsa_score,dbms_score,os_score,oops_score,sql_score,python_score,communication_score,projects_count,project_quality_score,certifications_count,internship_count,hackathon_count,mock_interview_score,learning_hours_per_week,placement_status,company_track
S00740,65,72,6.18,0,89,74,72,35,92,53,46,32,46,0,88,2,1,2,49,22,0,Not_Placed
S00741,89,60,9.35,1,81,51,58,83,49,82,50,59,52,6,44,3,3,1,58,14,1,Service_Ready
S00742,64,77,6.75,0,47,35,35,37,27,99,94,89,20,5,95,8,1,3,64,18,0,Not_Placed
S00743,55,86,9.2,0,82,93,93,55,76,93,64,98,99,1,87,4,1,4,29,28,1,Service_Ready
S00744,95,69,7.21,0,79,77,60,65,64,45,70,55,71,0,70,2,0,5,68,14,1,Service_Ready
S00745,95,81,6.55,2,69,33,78,22,59,85,53,28,40,4,44,5,1,3,44,10,0,Not_Placed
S00746,93,80,6.76,0,95,43,45,39,28,48,50,38,39,6,46,4,3,2,90,23,0,Not_Placed
S00747,64,77,6.17,0,23,75,42,53,36,47,33,53,94,0,96,0,0,1,56,5,0,Not_Placed
S00748,66,80,8.89,1,93,71,37,72,82,72,46,50,20,5,30,1,2,3,82,22,0,Not_Placed
S00749,75,72,7.52,0,48,44,75,96,82,46,79,68,84,5,71,0,3,0,40,23,0,Not_Placed
S00750,69,93,6.6,0,87,64,51,23,84,90,92,84,99,1,73,5,1,0,87,24,1,Service_Ready
S00751,97,97,6.62,0,99,54,36,37,46,34,88,99,34,1,53,2,3,1,24,27,0,Not_Placed
S00752,76,77,6.83,0,39,76,43,52,39,79,67,83,49,3,92,0,0,3,33,20,0,Not_Placed
S00753,61,57,7.52,1,30,21,87,36,59,65,23,57,82,4,38,7,3,2,89,24,0,Not_Placed
S00754,93,62,9.17,0,50,67,80,71,57,55,74,32,56,6,90,6,1,1,49,19,1,Service_Ready
S00755,96,72,9.64,0,45,90,26,88,84,65,37,32,44,7,27,9,3,0,98,16,0,Not_Placed
S00756,94,74,5.64,2,82,27,51,64,71,98,32,43,59,5,94,5,1,0,80,2,0,Not_Placed
S00757,79,56,9.14,2,51,75,43,23,42,48,40,49,39,7,86,0,0,1,63,26,0,Not_Placed
S00758,77,55,9.49,0,71,77,60,63,23,96,87,26,65,2,28,6,0,0,23,2,1,Service_Ready
S00759,96,88,8.2,0,83,44,74,28,36,40,79,32,22,3,23,6,1,2,43,11,0,Not_Placed
S00760,91,67,5.93,0,38,70,38,95,71,66,49,65,95,4,40,4,3,5,77,19,0,Not_Placed
S00761,81,91,9.99,0,53,80,72,44,81,23,32,61,68,5,75,7,2,1,54,26,1,Product_Ready
S00762,71,86,5.85,0,88,61,50,93,45,95,51,71,39,6,59,7,0,5,67,30,0,Not_Placed
S00763,97,70,6.03,1,22,87,24,29,71,48,50,85,95,2,88,4,2,0,87,22,0,Not_Placed
S00764,78,85,7.4,0,72,93,68,85,82,44,23,70,30,0,85,5,0,4,48,22,0,Not_Placed
S00765,63,82,6.14,0,39,46,27,80,47,89,22,88,92,6,79,3,2,4,30,16,0,Not_Placed
S00766,88,67,7.33,0,25,75,83,69,49,41,44,47,58,2,24,0,2,1,86,6,1,Product_Ready
S00767,85,67,9.82,0,98,45,37,67,28,20,28,42,64,1,21,5,3,1,35,30,1,Service_Ready
S00768,65,60,5.77,0,94,86,50,52,20,63,34,56,46,5,67,2,1,1,26,33,0,Not_Placed
S00769,93,86,9.07,0,65,51,62,22,93,82,59,37,86,6,81,9,3,0,65,12,1,Service_Ready
S00770,87,90,6.06,0,45,88,54,85,92,70,37,62,31,2,26,0,1,1,64,23,0,Not_Placed
S00771,93,63,7.32,1,81,92,96,59,73,26,36,69,43,1,52,4,0,1,72,10,0,Not_Placed
S00772,92,60,8.98,0,54,72,38,88,44,30,93,36,55,1,40,1,3,1,20,15,1,Service_Ready
S00773,62,56,6.86,1,55,81,20,61,20,73,66,58,49,6,41,8,1,4,93,9,0,Not_Placed
S00774,81,64,9.05,1,94,25,40,81,38,81,72,43,75,5,53,5,3,0,29,3,1,Service_Ready
S00775,62,87,6.01,0,81,47,29,64,84,86,28,24,29,3,77,4,0,0,22,6,0,Not_Placed
S00776,79,62,6.08,0,40,26,26,46,27,92,47,98,85,6,66,1,1,1,29,34,0,Not_Placed
S00777,61,57,6.61,1,55,32,35,99,24,57,69,57,75,6,67,8,1,2,96,27,1,Service_Ready
S00778,55,62,7.99,1,72,77,56,68,86,38,20,48,52,6,71,8,2,4,90,7,1,Service_Ready
S00779,76,67,6.9,0,83,56,50,56,64,27,59,24,47,4,28,1,2,2,50,8,0,Not_Placed
S00780,84,57,7.85,1,29,80,69,66,20,76,57,81,98,0,89,1,0,5,75,4,0,Not_Placed
S00781,71,62,7.6,0,81,60,31,73,30,79,87,97,65,5,80,0,1,3,93,8,1,Service_Ready
S00782,90,70,9.35,2,23,48,75,25,20,58,20,82,76,2,84,0,2,4,49,33,0,Not_Placed
S00783,87,76,6.92,0,74,63,31,98,93,71,95,84,84,1,37,1,0,5,45,27,1,Service_Ready
S00784,63,75,9.82,0,25,33,52,90,43,92,94,70,21,6,54,3,3,5,58,5,0,Not_Placed
S00785,64,60,6.82,0,93,86,34,36,37,38,95,88,43,2,67,5,2,3,46,21,0,Not_Placed
S00786,95,86,6.28,0,27,41,26,41,65,49,35,98,24,2,42,9,0,1,44,9,0,Not_Placed
S00787,85,75,6.13,0,91,87,83,38,72,71,66,73,63,0,26,2,3,0,82,20,1,Service_Ready
S00788,85,67,8.47,0,84,52,78,52,51,78,60,31,92,1,30,0,2,5,76,8,1,Service_Ready
S00789,85,56,9.15,1,27,94,39,39,28,91,34,82,40,4,54,4,3,0,67,17,0,Not_Placed
S00790,85,80,5.79,0,40,99,58,53,34,25,85,75,68,3,20,0,3,3,39,9,0,Not_Placed
S00791,55,80,9.82,0,93,95,60,90,83,80,31,88,33,1,67,0,2,0,78,16,0,Not_Placed
S00792,73,96,6.48,3,88,71,31,66,95,55,82,95,70,7,62,1,3,0,68,19,0,Not_Placed
S00793,83,59,6.18,0,78,57,52,29,56,30,43,90,40,3,29,8,2,3,66,16,0,Not_Placed
S00794,94,94,6.32,0,85,95,23,42,32,50,35,60,20,6,31,4,2,1,39,3,0,Not_Placed
S00795,90,69,7.61,0,69,78,39,55,34,81,22,24,75,6,54,5,2,5,45,2,1,Service_Ready
S00796,73,61,7.98,0,44,78,80,48,37,60,38,23,84,0,34,5,3,1,41,19,0,Not_Placed
S00797,70,56,5.79,0,49,74,85,45,76,88,21,75,81,1,75,6,3,1,44,21,0,Not_Placed
S00798,79,68,8.94,1,81,95,88,82,21,73,35,74,62,4,57,2,1,2,49,12,1,Product_Ready
S00799,68,77,7.61,3,74,74,23,73,80,97,24,37,63,6,40,6,0,3,88,11,0,Not_Placed
S00800,81,70,7.32,0,64,64,98,64,74,78,24,51,25,5,45,4,0,4,88,26,0,Not_Placed
S00801,67,78,5.59,0,79,92,40,80,98,45,73,61,30,4,30,2,1,5,80,24,0,Not_Placed
S00802,55,57,9.03,0,49,77,73,88,34,57,97,33,76,2,27,7,2,4,60,12,1,Product_Ready
S00803,67,81,8.07,0,70,56,28,71,73,22,88,27,33,7,22,7,0,2,48,9,0,Not_Placed
S00804,96,85,7.24,0,76,26,67,99,79,52,22,23,23,1,28,7,2,0,36,34,0,Not_Placed
S00805,74,68,9.0,0,22,27,29,48,59,84,40,43,92,3,45,8,3,2,55,10,0,Not_Placed
S00806,76,55,8.2,0,91,32,62,56,93,44,40,60,92,1,61,1,3,4,33,14,1,Service_Ready
S00807,75,78,5.88,0,83,45,51,76,72,52,71,37,54,3,70,8,0,1,71,4,1,Service_Ready
S00808,93,62,7.46,0,41,89,80,62,68,48,50,72,53,7,57,8,0,3,21,13,1,Product_Ready
S00809,89,60,6.18,1,80,54,67,34,90,34,25,87,41,7,41,2,1,3,28,10,0,Not_Placed
S00810,69,74,7.26,0,38,35,94,27,52,93,37,54,62,1,22,7,2,2,47,7,0,Not_Placed
S00811,68,61,8.48,0,70,48,34,95,44,80,60,88,23,3,76,2,0,2,69,18,0,Not_Placed
S00812,64,56,6.48,0,51,38,85,79,85,34,54,88,46,7,26,5,1,4,52,18,0,Not_Placed
S00813,96,84,5.91,1,89,87,20,98,71,54,88,24,36,4,71,9,0,1,20,30,0,Not_Placed
S00814,90,91,7.39,0,71,31,71,20,26,36,62,90,36,2,22,5,1,5,69,6,0,Not_Placed
S00815,84,77,6.43,0,66,40,39,42,87,40,40,20,34,0,70,2,1,3,53,7,0,Not_Placed
S00816,60,59,7.71,0,20,32,62,46,90,22,77,36,64,5,77,7,1,2,48,28,0,Not_Placed
S00817,92,94,8.25,0,55,80,56,86,55,24,65,98,71,0,25,9,1,0,63,16,1,Service_Ready
S00818,76,60,8.2,0,63,63,71,86,47,86,97,37,46,2,79,9,0,2,92,5,0,Not_Placed
S00819,69,62,6.75,2,72,50,37,31,67,49,26,22,82,5,34,6,2,5,37,23,0,Not_Placed
S00820,80,81,7.85,1,40,62,40,22,50,46,46,92,76,0,52,9,3,3,62,32,0,Not_Placed
S00821,55,74,8.5,0,99,23,91,98,47,92,21,36,77,6,93,8,2,1,81,20,1,Service_Ready
S00822,71,97,8.03,0,47,69,84,22,98,71,29,40,56,6,97,9,3,0,63,6,0,Not_Placed
S00823,79,96,9.16,1,71,95,28,29,29,92,81,79,38,2,57,5,2,4,66,6,0,Not_Placed
S00824,68,56,6.62,0,65,38,66,71,43,36,65,83,47,1,83,5,3,2,24,9,0,Not_Placed
S00825,92,82,8.67,1,44,63,34,70,72,53,96,27,96,3,89,5,3,4,26,27,0,Not_Placed
S00826,69,96,8.06,0,98,72,35,56,37,39,65,21,82,2,65,6,2,0,20,23,1,Service_Ready
S00827,83,68,6.08,0,25,84,40,23,22,49,50,53,39,6,73,7,1,0,34,24,0,Not_Placed
S00828,56,69,6.9,1,33,33,52,71,20,53,38,43,23,3,96,9,3,0,99,4,0,Not_Placed
S00829,74,64,6.37,0,41,86,94,67,27,92,34,51,72,2,23,4,0,0,38,23,1,Product_Ready
S00830,74,91,8.12,1,39,30,63,83,53,84,74,93,20,7,57,6,0,0,90,18,0,Not_Placed
S00831,89,91,7.5,0,52,23,94,71,28,83,49,27,24,3,82,0,2,0,57,27,0,Not_Placed
S00832,94,57,8.11,0,79,58,55,40,60,67,45,82,96,3,43,8,1,4,37,16,1,Service_Ready
S00833,69,60,8.02,2,48,40,77,79,69,50,66,53,21,1,86,7,3,3,38,27,0,Not_Placed
S00834,82,69,6.84,1,33,22,69,73,25,68,42,97,97,3,96,2,0,4,75,3,0,Not_Placed
S00835,95,94,9.9,0,87,85,73,72,98,68,51,80,61,0,82,5,2,2,90,14,1,Service_Ready
S00836,55,68,7.87,0,43,84,67,29,32,92,33,29,59,6,74,6,1,2,85,16,0,Not_Placed
S00837,63,71,7.13,0,98,37,43,42,31,42,40,83,91,5,53,1,0,0,87,7,1,Service_Ready
S00838,77,73,9.48,0,32,84,25,90,46,98,71,67,98,2,87,4,0,5,29,28,0,Not_Placed
S00839,96,60,6.06,2,87,76,75,26,70,77,83,45,77,6,85,9,0,1,94,14,1,Service_Ready
S00840,78,83,8.8,1,38,74,96,88,63,97,57,81,41,0,59,9,0,4,24,30,0,Not_Placed
S00841,76,57,7.27,3,33,94,92,57,83,63,89,84,44,7,34,1,0,2,86,18,0,Not_Placed
S00842,92,55,7.75,0,38,71,49,74,33,32,46,28,60,7,31,9,1,1,53,20,0,Not_Placed
S00843,60,56,8.93,0,91,29,29,29,92,47,43,38,87,7,86,9,3,1,42,21,1,Service_Ready
S00844,60,88,6.16,0,61,53,59,36,48,69,95,68,92,4,65,0,1,4,73,17,1,Service_Ready
S00845,71,81,7.78,0,57,73,95,34,69,75,28,27,38,2,91,1,0,3,50,4,1,Product_Ready
S00846,89,73,6.34,0,65,49,51,92,66,82,45,22,42,2,93,1,3,3,32,30,0,Not_Placed
S00847,92,67,7.19,0,39,97,33,27,67,32,43,98,84,5,53,1,2,2,97,9,0,Not_Placed
S00848,70,96,5.92,0,75,57,80,66,73,65,87,23,85,4,62,3,0,4,23,2,1,Service_Ready
S00849,80,56,6.07,0,37,67,61,60,94,77,61,54,57,2,60,2,1,5,91,16,0,Not_Placed
S00850,61,73,7.79,1,96,75,60,61,25,88,94,92,59,0,28,7,3,1,86,14,1,Service_Ready
S00851,73,88,6.39,0,97,49,85,96,78,72,71,50,34,0,39,4,2,1,75,12,0,Not_Placed
S00852,86,81,7.65,0,69,21,87,96,43,67,64,77,55,1,37,0,3,1,34,18,1,Service_Ready
S00853,77,56,9.16,2,68,83,53,37,83,93,63,36,78,4,71,9,2,4,85,32,1,Service_Ready
S00854,77,61,6.54,1,95,38,28,93,36,69,58,60,29,3,98,3,3,0,66,18,0,Not_Placed
S00855,93,92,6.33,1,45,55,88,20,72,25,56,21,88,1,60,2,0,4,95,6,0,Not_Placed
S00856,56,58,8.72,0,29,32,21,34,65,76,29,41,98,4,27,4,0,5,64,28,0,Not_Placed
S00857,94,76,9.35,0,54,61,24,46,89,81,51,27,37,5,34,9,1,4,63,33,0,Not_Placed
S00858,93,82,6.64,0,96,98,37,89,30,51,39,59,27,2,54,4,1,2,97,22,0,Not_Placed
S00859,78,71,6.44,0,23,53,65,94,96,50,44,93,43,0,44,3,1,5,85,4,0,Not_Placed
S00860,62,85,5.54,0,97,86,67,84,63,82,65,38,83,2,92,6,1,4,69,8,1,Service_Ready
S00861,63,58,7.19,2,40,34,86,85,75,87,51,85,48,1,53,5,2,3,55,20,0,Not_Placed
S00862,81,74,8.79,0,46,91,38,60,45,47,83,87,99,2,93,5,3,1,92,20,0,Not_Placed
S00863,73,66,9.96,0,61,58,49,24,37,40,69,25,69,7,85,2,0,0,49,24,1,Service_Ready
S00864,55,73,9.55,0,36,98,41,46,74,51,79,47,47,7,93,3,0,4,97,23,0,Not_Placed
S00865,80,65,9.16,2,26,75,83,39,57,94,77,35,70,6,46,2,2,3,95,4,0,Not_Placed
S00866,56,92,8.52,0,97,21,84,39,53,60,60,94,42,5,63,2,1,3,49,32,0,Not_Placed
S00867,77,55,7.56,0,94,23,29,70,57,20,27,82,52,6,50,4,2,5,85,17,1,Service_Ready
S00868,75,66,7.7,0,68,40,79,71,73,58,68,83,45,6,26,7,1,1,43,13,0,Not_Placed
S00869,62,63,6.04,0,67,66,87,82,35,93,24,30,48,4,98,5,3,2,53,3,0,Not_Placed
S00870,70,73,7.84,0,47,67,56,93,68,67,92,48,79,4,77,6,2,2,26,5,0,Not_Placed
S00871,68,96,7.62,1,45,42,92,27,72,33,90,26,28,2,97,0,1,3,65,27,0,Not_Placed
S00872,82,68,7.54,0,94,53,38,58,32,24,69,42,48,7,91,9,2,0,20,29,0,Not_Placed
S00873,68,96,7.63,0,68,24,50,56,98,34,71,88,30,2,89,6,3,1,98,24,0,Not_Placed
S00874,76,63,7.72,2,78,66,49,28,84,78,83,27,71,1,77,0,3,4,67,22,1,Service_Ready
S00875,86,85,6.49,0,65,97,80,65,70,81,54,61,64,5,87,7,1,2,53,24,1,Product_Ready
S00876,85,91,8.56,2,26,61,57,71,63,83,32,47,20,2,61,1,1,3,20,17,0,Not_Placed
S00877,93,69,5.56,0,36,25,50,88,59,49,88,95,26,4,32,0,3,1,22,13,0,Not_Placed
S00878,55,81,6.68,0,91,51,70,36,53,54,43,73,37,1,65,6,0,0,46,2,0,Not_Placed
S00879,75,64,9.27,2,76,85,34,47,32,33,85,53,44,7,73,8,1,5,72,9,0,Not_Placed
S00880,57,56,6.91,0,35,50,77,47,23,29,70,37,66,7,49,3,0,3,48,17,0,Not_Placed
S00881,82,75,8.2,0,78,47,74,50,52,79,60,65,68,0,61,6,3,2,51,20,1,Service_Ready
S00882,78,57,6.08,0,36,51,26,90,88,77,59,67,70,0,90,4,2,2,93,22,0,Not_Placed
S00883,95,87,6.45,0,53,81,38,62,88,82,29,32,24,1,77,5,3,4,20,2,0,Not_Placed
S00884,65,97,8.53,2,79,63,25,47,50,27,24,73,36,5,28,9,3,5,33,27,0,Not_Placed
S00885,83,81,8.76,1,99,52,22,30,77,83,37,66,63,4,78,1,0,4,86,3,1,Service_Ready
S00886,79,73,9.35,0,81,73,64,68,88,57,23,36,72,4,72,5,2,1,34,11,1,Service_Ready
S00887,92,86,9.84,0,47,50,89,33,35,44,58,85,57,0,59,8,3,0,96,28,0,Not_Placed
S00888,88,65,7.11,0,37,97,32,51,90,91,69,90,99,2,50,2,2,3,52,30,0,Not_Placed
S00889,62,87,9.63,0,60,61,42,94,52,39,44,71,31,7,52,9,3,2,25,28,0,Not_Placed
S00890,59,59,5.62,1,53,82,87,37,45,80,97,93,67,7,50,1,2,0,26,20,1,Product_Ready
S00891,61,62,6.04,0,22,72,57,70,34,86,83,87,24,1,29,7,3,5,78,4,0,Not_Placed
S00892,81,77,6.41,0,96,95,37,40,20,57,60,61,28,6,97,6,2,1,49,6,0,Not_Placed
S00893,59,73,6.48,0,80,42,65,49,86,52,22,88,61,5,77,8,3,0,92,6,1,Service_Ready
S00894,96,88,6.11,0,48,44,73,92,86,34,23,57,39,0,42,4,1,0,56,34,0,Not_Placed
S00895,87,61,6.51,1,34,40,36,75,69,26,69,79,26,7,64,1,3,2,74,2,0,Not_Placed
S00896,86,94,6.74,1,98,40,69,71,28,39,37,49,84,7,66,2,1,1,63,30,1,Service_Ready
S00897,67,58,5.99,0,24,69,59,65,70,30,31,32,83,7,84,8,3,1,97,14,0,Not_Placed
S00898,56,58,6.2,0,87,25,24,22,29,62,38,33,40,3,62,4,3,5,57,18,0,Not_Placed
S00899,76,73,8.87,0,30,80,57,85,52,62,50,54,56,6,42,3,3,1,34,5,0,Not_Placed
S00900,76,71,7.84,0,36,91,99,99,57,43,25,87,25,1,60,5,1,2,62,16,0,Not_Placed
S00901,80,95,9.67,0,70,43,77,92,23,29,82,92,34,2,82,2,0,3,75,22,0,Not_Placed
S00902,88,71,9.54,0,84,62,76,29,56,67,88,75,95,3,50,6,1,2,92,27,1,Service_Ready
S00903,69,70,6.94,0,75,26,76,74,71,23,62,59,49,1,26,3,2,3,39,33,0,Not_Placed
S00904,93,80,7.7,1,62,95,52,97,64,64,34,36,31,5,41,6,2,1,97,13,0,Not_Placed
S00905,58,67,5.61,0,47,63,38,65,22,39,44,94,75,0,80,0,2,2,97,20,0,Not_Placed
S00906,57,88,5.54,0,46,40,60,50,46,56,85,73,28,2,61,3,1,2,59,8,0,Not_Placed
S00907,58,69,9.76,1,92,54,91,90,87,77,96,38,81,6,29,8,3,1,77,26,1,Service_Ready
S00908,83,66,9.18,2,89,29,85,44,90,30,55,68,67,2,26,2,0,1,41,14,0,Not_Placed
S00909,66,61,8.64,0,33,83,62,77,60,87,58,20,60,4,98,0,0,0,82,24,0,Not_Placed
S00910,93,77,5.79,1,93,84,88,86,68,69,77,72,76,5,37,1,2,4,64,17,1,Product_Ready
S00911,62,97,6.33,0,50,95,28,92,67,37,30,81,38,3,93,7,0,4,65,30,0,Not_Placed
S00912,90,61,9.94,1,67,96,43,73,20,98,86,25,97,6,57,0,3,5,27,27,1,Service_Ready
S00913,69,68,6.36,3,75,29,71,69,53,55,80,35,98,1,90,5,3,2,59,2,0,Not_Placed
S00914,89,59,8.12,0,77,82,92,68,55,73,66,51,72,6,51,4,3,2,57,31,1,Product_Ready
S00915,86,56,9.03,0,56,92,68,38,74,59,26,24,61,7,67,8,2,2,92,31,1,Service_Ready
S00916,95,57,6.87,0,51,67,90,90,39,54,43,59,96,3,58,3,0,3,84,18,1,Service_Ready
S00917,56,60,6.43,0,62,59,58,47,99,82,83,31,60,3,48,6,0,4,70,27,1,Service_Ready
S00918,91,76,8.34,0,34,96,65,80,80,70,57,31,96,7,85,5,2,3,58,15,0,Not_Placed
S00919,84,95,7.09,0,50,44,87,70,32,82,61,73,86,7,75,6,2,5,34,33,1,Service_Ready
S00920,75,55,7.63,3,31,85,24,28,39,82,91,92,90,5,35,4,0,4,66,23,0,Not_Placed
S00921,68,73,9.97,0,89,79,77,22,53,64,69,21,34,4,34,4,3,0,71,24,1,Product_Ready
S00922,89,91,7.32,0,44,56,59,65,79,38,28,88,24,0,45,2,1,3,67,17,0,Not_Placed
S00923,61,72,9.56,0,22,44,27,84,81,26,26,27,38,0,30,8,0,2,60,3,0,Not_Placed
S00924,58,82,7.73,0,24,41,56,30,63,72,96,80,86,4,30,4,3,4,26,18,0,Not_Placed
S00925,68,87,8.37,0,28,96,56,49,60,64,66,26,33,5,67,5,1,2,65,7,0,Not_Placed
S00926,62,78,8.04,2,53,28,82,95,29,29,69,63,67,6,25,7,0,4,77,31,0,Not_Placed
S00927,88,72,9.93,1,25,84,99,79,87,48,57,41,27,6,32,1,1,4,81,15,1,Product_Ready
S00928,65,93,7.39,1,36,70,33,76,25,76,23,30,93,6,30,2,2,3,78,22,0,Not_Placed
S00929,55,83,6.34,0,76,99,92,36,78,50,83,67,42,5,49,6,2,1,94,13,1,Product_Ready
S00930,81,66,5.8,1,48,54,79,48,50,96,95,80,21,0,91,8,0,2,59,33,0,Not_Placed
S00931,92,82,8.5,0,73,95,32,58,42,33,36,43,77,6,53,2,3,5,29,9,1,Service_Ready
S00932,75,91,7.72,0,49,50,24,51,35,92,41,83,63,7,56,3,2,3,34,27,0,Not_Placed
S00933,63,55,9.94,0,89,93,52,99,25,50,85,37,47,3,87,0,2,1,99,3,0,Not_Placed
S00934,90,55,9.43,0,20,94,93,33,97,90,42,62,41,3,46,7,1,2,38,8,1,Product_Ready
S00935,66,57,9.13,0,97,80,90,26,69,65,91,95,93,6,33,8,1,5,88,2,1,Product_Ready
S00936,55,74,7.62,0,86,89,81,64,30,91,93,53,65,4,51,1,3,4,82,30,1,Product_Ready
S00937,88,70,8.24,0,71,65,44,42,53,86,53,51,48,0,85,8,2,5,88,9,0,Not_Placed
S00938,86,72,5.96,0,35,40,29,23,63,27,74,38,83,7,70,8,1,0,63,16,0,Not_Placed
S00939,58,60,6.13,1,42,96,66,36,76,73,71,41,58,2,32,1,1,3,33,10,0,Not_Placed
S00940,64,61,8.56,3,47,21,36,78,71,23,96,22,56,0,43,7,2,1,52,13,0,Not_Placed
S00941,76,67,7.92,0,88,78,28,96,79,82,71,42,49,2,87,4,2,0,26,17,0,Not_Placed
S00942,77,77,6.51,0,84,78,47,37,96,29,26,56,64,5,35,7,3,5,33,12,1,Service_Ready
S00943,73,77,6.58,0,58,63,47,59,35,69,47,87,79,3,35,4,1,0,55,21,1,Service_Ready
S00944,80,80,9.51,0,68,21,72,26,96,39,49,94,86,2,85,2,3,0,71,8,1,Service_Ready
S00945,59,88,8.57,1,35,86,78,66,67,83,69,60,91,5,73,4,0,4,97,29,1,Product_Ready
S00946,85,71,6.78,0,67,72,29,37,99,68,90,49,38,6,79,6,3,0,40,27,0,Not_Placed
S00947,82,93,8.98,0,39,39,93,31,44,44,23,23,28,6,45,9,3,3,71,33,0,Not_Placed
S00948,63,68,7.61,0,49,35,31,93,85,37,32,43,31,3,79,5,3,0,62,34,0,Not_Placed
S00949,58,92,5.65,0,98,90,90,48,42,53,34,72,36,7,80,8,0,3,56,8,1,Product_Ready
S00950,62,77,7.8,0,93,99,94,48,44,77,33,97,85,5,96,2,1,1,73,22,1,Product_Ready
S00951,73,70,8.92,0,34,83,84,35,39,83,52,88,88,1,58,3,1,0,87,24,0,Not_Placed
S00952,75,75,9.43,0,95,97,69,31,75,34,59,60,88,4,25,6,2,4,52,22,1,Service_Ready
S00953,74,55,9.5,1,27,83,47,32,32,57,44,81,42,5,40,5,2,5,94,5,0,Not_Placed
S00954,87,66,6.27,0,43,26,91,20,22,47,62,65,20,5,54,9,3,1,73,25,0,Not_Placed
S00955,82,76,8.86,0,81,62,97,51,86,76,84,88,68,0,38,3,2,5,34,34,1,Service_Ready
S00956,78,81,9.24,0,52,60,75,48,50,84,37,25,71,7,84,9,1,3,51,11,1,Service_Ready
S00957,97,59,8.4,2,87,93,27,68,43,52,38,21,74,2,36,9,0,2,54,22,1,Service_Ready
S00958,79,93,7.61,0,62,25,74,40,70,65,54,27,87,2,35,2,2,1,20,2,1,Service_Ready
S00959,92,61,5.91,0,37,51,64,52,93,92,68,52,90,3,47,6,0,3,99,11,0,Not_Placed
S00960,68,93,5.69,0,35,56,60,44,27,37,87,67,89,2,37,7,1,2,25,27,0,Not_Placed
S00961,75,78,7.71,0,24,83,90,46,98,64,54,45,42,4,22,1,3,3,55,7,1,Product_Ready
S00962,65,92,5.81,0,65,48,79,73,88,93,93,28,96,1,94,3,1,5,71,34,1,Service_Ready
S00963,62,86,6.7,3,33,27,90,96,73,40,94,33,94,1,80,0,1,0,67,28,0,Not_Placed
S00964,62,71,8.7,1,37,45,56,89,60,98,61,95,60,6,33,0,0,0,74,30,0,Not_Placed
S00965,85,62,8.8,0,64,37,64,38,96,87,69,44,57,2,55,3,3,1,77,17,1,Service_Ready
S00966,59,77,5.86,0,64,38,26,77,85,99,58,37,20,6,22,4,1,3,49,12,0,Not_Placed
S00967,76,79,9.51,0,64,55,91,83,73,87,69,50,48,2,55,8,0,4,86,26,0,Not_Placed
S00968,79,66,9.59,0,30,45,72,33,83,99,29,50,55,1,45,3,0,3,81,10,0,Not_Placed
S00969,69,63,9.82,0,79,97,35,48,51,54,62,72,39,2,27,9,2,1,96,7,0,Not_Placed
S00970,70,59,9.52,0,25,52,98,34,33,58,82,24,71,7,57,4,2,4,72,28,0,Not_Placed
S00971,69,63,8.05,0,24,81,24,29,99,82,44,63,44,5,33,5,2,3,38,21,0,Not_Placed
S00972,89,76,7.13,1,43,89,36,47,69,74,92,29,40,1,53,0,1,5,80,2,0,Not_Placed
S00973,75,77,9.88,0,40,41,73,23,84,70,93,82,34,3,55,3,1,4,48,28,0,Not_Placed
S00974,79,70,7.65,0,84,88,39,88,55,77,67,21,99,4,35,2,2,5,23,5,1,Service_Ready
S00975,79,87,7.21,0,47,26,55,29,55,37,25,26,31,0,82,1,0,0,72,34,0,Not_Placed
S00976,77,63,7.6,0,28,86,35,74,59,45,57,54,87,2,33,4,3,1,70,20,0,Not_Placed
S00977,56,55,5.85,0,63,43,49,89,57,42,93,76,98,3,42,7,3,0,20,9,1,Service_Ready
S00978,57,68,6.69,0,88,70,48,67,98,98,35,76,29,2,86,3,3,2,52,29,0,Not_Placed
S00979,86,70,8.13,2,68,95,41,67,40,52,75,48,72,7,93,1,2,3,32,28,0,Not_Placed
S00980,64,86,9.03,0,46,74,86,52,21,94,65,93,52,1,26,9,2,5,46,8,0,Not_Placed
S00981,55,64,9.47,0,27,22,74,34,55,25,61,69,37,5,69,6,3,3,78,13,0,Not_Placed
S00982,78,58,9.39,0,68,86,96,28,40,91,35,35,47,2,75,8,1,3,65,15,1,Product_Ready
S00983,92,74,9.23,0,78,86,93,85,46,51,75,29,59,0,77,5,0,5,58,19,1,Service_Ready
S00984,63,62,5.6,0,23,39,47,59,84,63,42,76,66,4,35,9,2,1,84,18,0,Not_Placed
S00985,70,91,5.75,1,57,63,93,73,70,71,89,78,32,0,31,1,3,0,69,3,0,Not_Placed
S00986,62,96,6.32,0,82,91,22,92,32,28,71,81,27,6,64,4,0,0,76,20,0,Not_Placed
S00987,57,84,8.48,1,37,31,68,42,81,30,92,75,74,0,28,0,1,3,27,11,0,Not_Placed
S00988,79,90,6.81,3,79,91,86,72,36,72,47,82,34,2,89,6,3,0,39,12,0,Not_Placed
S00989,56,76,6.18,0,26,89,41,93,65,59,80,65,47,6,54,0,0,0,28,23,0,Not_Placed
S00990,56,70,9.14,0,32,38,98,52,93,84,79,31,62,4,36,3,0,3,96,6,0,Not_Placed
S00991,60,88,9.09,0,73,65,29,23,86,44,97,80,57,7,42,7,0,2,32,25,1,Service_Ready
