student_id,years_since_placement,current_designation,current_company,current_ctc_lpa,promotions_count,switched_domain,switched_company
S01178,5,Senior DevOps Engineer,TCS,22.57,2,False,True
S00843,3,Systems Engineer,Cognizant,14.03,1,False,False
S03590,5,Technical Lead,Capgemini,21.24,3,False,True
S03176,5,Senior Technical Lead,Amazon,24.14,4,False,True
S02217,3,Technical Lead,LTI Mindtree,15.64,3,False,False
S04861,5,Lead Software Engineer,Flipkart,19.18,3,True,True
S02714,2,Software Engineer,Amazon,61.52,1,True,False
S02789,2,Junior DevOps Engineer,Cognizant,9.96,0,True,False
S00115,4,Data Analyst,TCS,13.35,1,False,False
S02616,1,Graduate Trainee Engineer,Capgemini,8.76,0,True,False
S01801,1,Graduate Trainee Engineer,LTI Mindtree,8.73,0,False,False
S03291,2,Cloud Engineer,TCS,12.16,1,False,False
S00681,1,Junior DevOps Engineer,Cisco,49.06,0,False,False
S03319,2,Cloud Engineer,Flipkart,16.87,1,True,True
S00190,3,Senior Consultant,Uber,16.13,2,True,True
S00475,1,Graduate Trainee Engineer,Accenture,8.79,0,False,False
S03893,5,Senior DevOps Engineer,Wipro,18.99,2,False,False
S03630,1,Associate Analyst,Infosys,11.02,0,True,False
S03307,2,Cloud Engineer,Accenture,15.13,1,False,True
S01010,4,Senior Data Analyst,Microsoft,17.56,2,False,True
S01573,5,Senior DevOps Engineer,Google,19.02,2,True,True
S04356,5,Technical Lead,Accenture,20.44,3,False,True
S01051,4,Lead Software Engineer,Accenture,21.89,3,False,True
S04602,4,Software Engineer,Accenture,19.06,1,False,True
S01336,1,Junior DevOps Engineer,TCS,8.3,0,False,False
S00952,2,Data Analyst,Microsoft,15.38,1,False,True
S02473,3,Cloud Engineer,Infosys,11.46,1,False,False
S02453,3,Data Analyst,Wipro,11.54,1,False,False
S00069,2,Software Engineer,Capgemini,13.47,1,False,False
S02866,3,Cloud Engineer,LTI Mindtree,14.04,1,True,True
S04623,3,Senior Data Analyst,Infosys,14.59,2,True,False
S03030,5,Senior Technical Lead,LTI Mindtree,22.42,4,False,True
S01895,2,Consultant,Infosys,15.11,1,False,True
S02419,3,Systems Engineer,TCS,17.68,1,False,True
S02005,1,Associate Software Engineer,Accenture,9.8,0,False,False
S04535,3,Consultant,Salesforce,17.33,1,False,True
S02562,4,Consultant,Atlassian,17.06,1,False,True
S04050,4,Senior DevOps Engineer,Oracle,79.01,2,False,True
S04529,1,Associate Analyst,Capgemini,57.66,0,True,True
S03876,3,Senior DevOps Engineer,Atlassian,18.1,2,True,True
S03349,3,Senior DevOps Engineer,Capgemini,17.53,2,False,True
S04104,5,Senior Consultant,Uber,84.58,2,False,False
S00808,2,Junior DevOps Engineer,Google,55.72,0,True,False
S00113,2,Associate Software Engineer,Flipkart,12.06,0,False,True
S03153,2,Associate Software Engineer,TCS,11.31,0,False,False
S03848,4,Senior Software Engineer,TCS,15.53,2,False,False
S00394,1,Junior DevOps Engineer,Infosys,8.75,0,True,False
S00697,1,Associate Analyst,Uber,47.67,0,False,False
S01211,3,Senior Consultant,TCS,12.83,2,True,False
S03378,2,Graduate Trainee Engineer,Capgemini,11.12,0,False,False
S00839,2,Senior Data Analyst,Capgemini,12.48,2,False,False
S00214,4,Systems Engineer,TCS,17.61,1,False,False
S02117,3,Senior DevOps Engineer,Uber,18.16,2,False,True
S03693,1,Graduate Trainee Engineer,Infosys,9.3,0,False,False
S02082,4,DevOps Architect,TCS,20.27,3,True,False
S01340,4,DevOps Architect,Capgemini,104.35,3,False,True
S00608,3,Senior Consultant,Paytm,93.27,2,True,True
S02647,3,Systems Engineer,Cisco,14.87,1,True,True
S04806,4,Data Science Lead,Amazon,82.11,3,False,False
S04220,1,Junior DevOps Engineer,Infosys,10.43,0,False,False
S04147,4,Technical Lead,Amazon,77.48,3,False,False
S03776,2,Senior Data Analyst,Capgemini,15.23,2,False,True
S02839,3,Cloud Engineer,Microsoft,56.23,1,False,False
S01495,3,Cloud Engineer,Swiggy,15.84,1,False,True
S03353,3,Consultant,TCS,13.71,1,False,False
S00694,1,Junior DevOps Engineer,Infosys,9.24,0,False,False
S03201,4,Consultant,Infosys,12.82,1,False,False
S03688,5,Senior Consultant,Salesforce,23.13,2,False,True
S00728,1,Consultant,Accenture,11.83,1,False,False
S03546,3,DevOps Architect,Accenture,19.0,3,True,False
S01081,5,DevOps Architect,Salesforce,23.73,3,False,True
S00419,3,Systems Engineer,LTI Mindtree,17.22,1,True,True
S02416,3,Senior Consultant,Infosys,13.94,2,False,False
S03533,5,Senior Software Engineer,Wipro,81.81,2,False,True
S04204,3,Systems Engineer,Infosys,14.87,1,False,False
S00296,3,Cloud Engineer,Atlassian,61.91,1,True,False
S01669,3,Senior Software Engineer,Capgemini,14.14,2,False,False
S00955,1,Graduate Trainee Engineer,LTI Mindtree,9.57,0,False,False
S01956,1,Graduate Trainee Engineer,Accenture,9.51,0,False,False
S01641,1,Junior DevOps Engineer,Wipro,10.65,0,False,False
S00095,4,Senior Software Engineer,Swiggy,16.12,2,False,True
S01106,3,Consultant,Wipro,16.26,1,True,True
S01358,1,Junior DevOps Engineer,TCS,10.24,0,False,False
S04235,1,Associate Analyst,Cognizant,9.38,0,False,False
S00772,1,Graduate Trainee Engineer,Cognizant,8.96,0,False,False
S00455,1,Junior DevOps Engineer,Amazon,50.4,0,False,False
S04732,5,Staff Software Engineer,Capgemini,24.1,4,False,True
S00743,5,Senior Consultant,Salesforce,23.06,2,False,True
S00616,4,Senior Software Engineer,Cisco,93.29,2,False,True
S03740,1,Associate Software Engineer,TCS,9.8,0,True,False
S02614,3,Senior Consultant,Cognizant,18.08,2,False,False
S03415,3,Senior Software Engineer,Adobe,18.39,2,False,True
S04985,2,Cloud Engineer,Cognizant,15.27,1,False,True
S03684,5,Principal Architect,Infosys,18.41,4,False,False
S03482,4,Data Analyst,Wipro,14.42,1,False,False
S03111,3,Senior Data Analyst,Amazon,15.96,2,False,True
S02858,3,Software Engineer,Wipro,11.79,1,False,False
S03788,1,Graduate Trainee Engineer,Cisco,55.87,0,False,True
S04859,2,Graduate Trainee Engineer,Adobe,51.97,0,False,False
S04702,1,Associate Software Engineer,Microsoft,47.74,0,False,False
S03984,2,Data Analyst,TCS,15.0,1,False,True
S04123,1,Software Engineer,Flipkart,11.68,1,False,True
S03109,4,Cloud Engineer,TCS,17.79,1,False,False
S04528,1,Associate Software Engineer,LTI Mindtree,60.9,0,False,True
S02070,4,Senior Consultant,Microsoft,19.82,2,False,True
S02499,5,Senior Data Analyst,Razorpay,23.33,2,False,True
S02628,1,Graduate Trainee Engineer,Google,45.22,0,False,False
S01941,1,Graduate Trainee Engineer,Wipro,10.48,0,False,False
S04506,4,DevOps Architect,Google,113.87,3,True,True
S01414,5,Senior Data Analyst,Google,104.29,2,False,False
S02855,3,Senior Consultant,Salesforce,16.9,2,False,True
S04217,4,DevOps Architect,Infosys,21.6,3,False,False
S00881,4,Senior Consultant,Cognizant,15.93,2,False,False
S04305,3,Senior Data Analyst,Cisco,67.63,2,False,False
S03418,1,Cloud Engineer,TCS,10.53,1,True,False
S04122,4,Software Engineer,Uber,18.28,1,False,True
S03238,4,Senior DevOps Engineer,Microsoft,19.41,2,False,True
S04929,2,Data Analyst,Atlassian,14.35,1,True,True
S04576,5,Lead Software Engineer,Salesforce,101.33,3,False,True
S02285,2,Consultant,Amazon,57.26,1,False,False
S01945,3,Senior Software Engineer,Wipro,14.22,2,False,True
S03995,1,Graduate Trainee Engineer,Wipro,10.57,0,False,False
S02983,3,Senior Data Analyst,TCS,14.66,2,False,False
S01437,1,Graduate Trainee Engineer,Uber,13.3,0,True,True
S02446,3,Cloud Engineer,TCS,13.58,1,False,False
S00733,2,Data Analyst,Paytm,76.73,1,False,True
S02052,2,Cloud Engineer,TCS,11.91,1,False,False
S02228,3,Data Analyst,Google,16.51,1,False,True
S01706,3,Consultant,Flipkart,14.89,1,False,True
S02025,3,Software Engineer,Cognizant,12.14,1,False,False
S03148,1,Associate Software Engineer,TCS,10.56,0,True,False
S00807,1,Cloud Engineer,Wipro,11.18,1,False,False
S00961,2,Cloud Engineer,Google,63.0,1,False,False
S01420,3,Senior Consultant,Cisco,16.33,2,False,True
S03745,1,Associate Software Engineer,Atlassian,45.62,0,False,False
S00679,3,Senior Data Analyst,Amazon,78.75,2,False,False
S02610,4,Senior Software Engineer,Capgemini,16.29,2,False,False
S03741,4,Senior Data Analyst,TCS,94.54,2,True,True
S02597,1,Associate Analyst,Infosys,10.1,0,False,False
S00344,3,Cloud Engineer,Adobe,15.0,1,False,True
S02163,2,Junior DevOps Engineer,Uber,53.05,0,False,False
S00006,4,Senior Data Analyst,Uber,73.89,2,False,False
S01407,2,Associate Software Engineer,Infosys,11.94,0,True,True
S03027,1,Graduate Trainee Engineer,Infosys,9.9,0,True,False
S00795,2,Consultant,Accenture,11.79,1,False,False
S03821,2,Graduate Trainee Engineer,Uber,14.25,0,False,True
S00614,5,Principal Architect,Oracle,110.48,4,False,True
S00915,3,Software Engineer,Salesforce,14.3,1,False,True
S04400,3,Systems Engineer,LTI Mindtree,85.08,1,False,True
S01055,3,Senior DevOps Engineer,Infosys,13.7,2,True,False
S00629,3,Consultant,Cognizant,14.33,1,False,False
S00562,2,Cloud Engineer,Adobe,63.12,1,False,False
S04605,4,Senior DevOps Engineer,Cognizant,19.53,2,False,True
S01637,1,Junior DevOps Engineer,Zomato,57.96,0,False,True
S04521,4,Cloud Engineer,Uber,70.24,1,False,False
S03846,5,Principal Architect,Wipro,20.14,4,False,False
S01483,1,Systems Engineer,Accenture,10.36,1,False,False
S01012,2,Senior Consultant,Capgemini,84.47,2,False,True
S00632,2,Associate Analyst,Google,52.73,0,False,False
S02692,2,Cloud Engineer,Razorpay,13.54,1,False,True
S00581,1,Data Analyst,Wipro,9.66,1,False,False
S01008,4,Senior Consultant,Cisco,15.99,2,False,True
S02872,2,Senior Consultant,Infosys,13.54,2,False,False
S03382,5,Data Science Lead,Adobe,23.17,3,False,True
S00719,2,Associate Software Engineer,TCS,11.4,0,False,False
S01717,2,Consultant,Amazon,51.85,1,False,False
S03213,4,Systems Engineer,Cisco,19.92,1,True,True
S01031,1,Junior DevOps Engineer,Google,49.86,0,False,False
S04863,5,Senior Software Engineer,Paytm,19.05,2,False,True
S02557,2,Graduate Trainee Engineer,Adobe,49.04,0,False,False
S02242,2,Consultant,Google,66.57,1,False,False
S03517,1,Consultant,TCS,9.42,1,False,False
S02096,2,Associate Software Engineer,LTI Mindtree,9.63,0,False,False
S04841,1,Associate Analyst,Capgemini,10.3,0,False,True
S04063,4,DevOps Architect,Salesforce,22.66,3,True,True
S01245,3,Senior Data Analyst,Wipro,13.68,2,True,False
S04776,2,Junior DevOps Engineer,Atlassian,13.32,0,True,True
S01938,3,Senior Consultant,TCS,14.37,2,False,False
S00432,1,Associate Analyst,Wipro,10.49,0,False,False
S00402,1,Associate Analyst,Cognizant,9.41,0,False,False
S02202,4,Senior Data Analyst,Razorpay,21.81,2,False,True
S01829,1,Graduate Trainee Engineer,Cisco,43.4,0,False,False
S00443,3,Senior Consultant,Amazon,77.89,2,False,False
S01513,2,Junior DevOps Engineer,Cognizant,11.02,0,True,False
S04314,5,Senior DevOps Engineer,Microsoft,92.6,2,False,False
S00373,5,DevOps Architect,Wipro,24.43,3,False,True
S04696,2,Consultant,Wipro,11.89,1,False,False
S00631,5,Lead Software Engineer,Capgemini,17.19,3,False,True
S01504,1,Associate Analyst,Accenture,10.79,0,True,False
S04042,2,Associate Analyst,Accenture,11.31,0,False,False
S03195,4,Senior Consultant,Amazon,79.35,2,False,False
S02567,4,DevOps Architect,Cognizant,21.05,3,False,True
S00902,3,Cloud Engineer,Cognizant,15.05,1,False,False
S00515,2,Graduate Trainee Engineer,TCS,10.29,0,False,False
S01443,3,Consultant,Infosys,74.54,1,False,True
S04055,2,Associate Analyst,Capgemini,11.6,0,False,False
S01981,2,Software Engineer,TCS,13.17,1,False,False
S02314,2,Associate Software Engineer,Wipro,11.06,0,False,False
S01229,2,Senior Consultant,Adobe,66.33,2,False,False
S01840,3,Senior Software Engineer,Uber,18.28,2,False,True
S00778,1,Consultant,TCS,11.39,1,True,False
S04979,4,Data Science Lead,Wipro,98.98,3,False,True
S03047,5,DevOps Architect,Accenture,21.93,3,False,True
S02771,4,Senior Software Engineer,Amazon,15.65,2,False,True
S01816,1,Graduate Trainee Engineer,Google,45.93,0,False,False
S00034,2,Associate Software Engineer,Microsoft,58.41,0,False,False
S03681,4,Systems Engineer,Capgemini,14.63,1,False,True
S02662,5,DevOps Architect,Infosys,21.86,3,False,False
S04005,4,Consultant,Accenture,13.58,1,False,False
S04392,4,Senior Consultant,Flipkart,21.98,2,False,True
S01389,4,Consultant,Uber,16.32,1,False,True
S01588,2,Associate Analyst,LTI Mindtree,13.91,0,False,True
S01824,3,Systems Engineer,Flipkart,15.93,1,False,True
S02568,4,Senior Data Analyst,Atlassian,18.42,2,True,True
S01116,2,Junior DevOps Engineer,Google,57.75,0,False,False
S04943,4,Data Analyst,Capgemini,16.98,1,False,True
S00464,3,Senior Software Engineer,Zomato,18.91,2,False,True
S03593,5,Engineering Manager,Cisco,26.11,4,True,True
S03383,1,Cloud Engineer,Capgemini,9.75,1,True,False
S02957,3,Software Engineer,Amazon,13.9,1,True,True
S03869,2,Cloud Engineer,Google,55.44,1,False,False
S03363,2,Cloud Engineer,Accenture,11.34,1,False,False
S02492,2,Software Engineer,Infosys,11.61,1,False,False
S01440,5,Technical Lead,TCS,20.69,3,False,False
S02177,4,Consultant,Cisco,19.64,1,True,True
S03648,4,Senior Software Engineer,TCS,16.58,2,True,False
S03690,2,Graduate Trainee Engineer,Accenture,12.1,0,False,True
S03453,5,Senior Data Analyst,Capgemini,19.69,2,True,False
S04673,5,Technical Lead,Adobe,24.76,3,False,True
S03600,5,Senior Data Analyst,Google,83.52,2,False,False
S00111,2,Senior Software Engineer,Microsoft,13.85,2,False,True
S02369,1,Graduate Trainee Engineer,Cognizant,11.36,0,False,True
S00634,3,Systems Engineer,Infosys,13.72,1,False,False
S02878,2,Software Engineer,Cognizant,11.49,1,False,False
S00238,1,Associate Software Engineer,Accenture,10.41,0,False,False
S02528,2,Junior DevOps Engineer,Cognizant,10.66,0,False,False
S02594,1,Systems Engineer,Capgemini,10.39,1,False,False
S02620,2,Data Analyst,Google,61.57,1,False,False
S00257,1,Junior DevOps Engineer,Infosys,9.86,0,False,False
S02064,1,Graduate Trainee Engineer,Wipro,9.08,0,False,False
S01183,4,Software Engineer,TCS,15.75,1,False,False
S04986,1,Associate Analyst,Atlassian,48.03,0,False,False
S03326,2,Systems Engineer,LTI Mindtree,13.19,1,True,True
S02340,5,Senior Data Analyst,Amazon,20.0,2,False,True
S01998,2,Senior Consultant,Wipro,12.53,2,False,False
S02564,5,Senior Consultant,Microsoft,21.49,2,False,True
S02898,1,Associate Analyst,TCS,9.2,0,False,False
S04477,2,Data Analyst,Microsoft,15.17,1,False,True
S04378,1,Consultant,Infosys,10.34,1,False,False
S04187,2,Systems Engineer,Infosys,12.53,1,False,False
S02781,4,Senior DevOps Engineer,Atlassian,100.92,2,False,True
S00180,2,Software Engineer,Infosys,11.73,1,False,False
S03140,3,Consultant,TCS,14.14,1,False,False
S04679,1,Associate Analyst,Capgemini,10.73,0,False,False
S04060,3,Senior Data Analyst,Salesforce,14.92,2,False,True
S04992,5,Data Science Lead,TCS,21.87,3,True,True
S01147,1,Cloud Engineer,Infosys,11.25,1,False,False
S02803,3,Senior Software Engineer,Razorpay,17.47,2,True,True
S01207,4,Senior Software Engineer,Zomato,18.16,2,True,True
S03432,5,Data Science Lead,Paytm,116.77,3,False,True
S03614,4,Senior Software Engineer,Accenture,19.6,2,False,False
S04990,3,DevOps Architect,Adobe,16.64,3,False,True
S02213,1,Junior DevOps Engineer,TCS,9.77,0,False,False
S01985,2,Data Analyst,Atlassian,15.11,1,False,True
S04121,2,Senior DevOps Engineer,Wipro,13.1,2,False,False
S00720,4,Senior Consultant,Wipro,20.23,2,False,True
S02465,2,Data Analyst,Infosys,10.38,1,False,False
S00991,4,Senior Software Engineer,Amazon,20.35,2,False,True
S02514,2,Data Analyst,Amazon,64.11,1,False,False
S02745,3,Senior DevOps Engineer,Salesforce,15.68,2,False,True
S02101,1,Cloud Engineer,Cisco,48.59,1,True,False
S02978,1,Graduate Trainee Engineer,Accenture,10.2,0,True,True
S00712,5,Lead Software Engineer,Infosys,106.64,3,False,True
S00523,2,Cloud Engineer,Cisco,75.73,1,False,True
S04440,2,Graduate Trainee Engineer,Flipkart,12.16,0,False,True
S03794,1,Software Engineer,Google,51.98,1,True,False
S03361,3,Senior Consultant,Microsoft,18.42,2,False,True
S03980,1,Associate Analyst,LTI Mindtree,10.1,0,False,False
S02462,3,Cloud Engineer,Infosys,13.81,1,False,False
S02383,1,Associate Software Engineer,Microsoft,47.03,0,False,False
S00356,1,Associate Analyst,Wipro,10.82,0,False,False
S01883,1,Associate Analyst,Microsoft,50.19,0,False,False
S02141,4,DevOps Architect,Salesforce,17.05,3,False,True
S00678,3,Systems Engineer,Cognizant,14.8,1,True,False
S01680,1,Associate Analyst,Infosys,9.24,0,False,False
S01705,3,Senior Consultant,Wipro,16.59,2,False,False
S04987,4,Senior Consultant,Google,15.78,2,True,True
S02561,2,Senior Data Analyst,Infosys,13.77,2,False,False
S01405,1,Junior DevOps Engineer,Wipro,8.76,0,False,False
S01348,3,Software Engineer,TCS,18.65,1,False,True
S02896,2,Data Analyst,LTI Mindtree,14.56,1,False,True
S01701,2,Systems Engineer,Microsoft,60.48,1,False,False
S04162,4,Senior Consultant,Cisco,16.81,2,True,True
S03021,1,Junior DevOps Engineer,LTI Mindtree,9.67,0,False,False
S03069,3,Senior DevOps Engineer,Cisco,14.25,2,True,True
S03597,5,Principal Architect,Adobe,25.02,4,False,True
S04740,1,Associate Software Engineer,Amazon,49.85,0,False,False
S04065,3,Senior Data Analyst,LTI Mindtree,15.97,2,False,False
S04817,1,Associate Analyst,Infosys,10.14,0,False,False
S00391,2,Software Engineer,LTI Mindtree,12.44,1,False,False
S01770,2,Systems Engineer,Infosys,12.38,1,False,False
S02680,3,Software Engineer,Infosys,17.0,1,False,True
S00666,1,Data Analyst,Atlassian,55.39,1,False,False
S04181,1,Associate Software Engineer,Amazon,48.2,0,True,False
S03184,3,Technical Lead,Infosys,17.16,3,False,False
S01533,2,Systems Engineer,Wipro,13.2,1,False,False
S01457,5,Senior Data Analyst,Google,89.98,2,False,True
S04549,3,Software Engineer,Amazon,14.75,1,False,True
S02393,4,Senior Software Engineer,Capgemini,20.86,2,False,True
S04277,5,Senior Technical Lead,Wipro,22.11,4,False,False
S03489,3,Technical Lead,Salesforce,19.18,3,True,True
S04141,3,Consultant,Flipkart,15.03,1,False,True
S03464,4,Lead Software Engineer,Microsoft,103.24,3,False,True
S03194,4,Data Analyst,Cisco,15.46,1,False,True
S03613,4,Systems Engineer,Cognizant,15.76,1,False,False
S00106,5,Technical Lead,Cognizant,21.79,3,True,False
S04254,5,Engineering Manager,Cisco,24.07,4,False,True
S03125,4,Senior Software Engineer,Accenture,16.85,2,False,False
S02290,4,Senior Software Engineer,Amazon,71.34,2,False,False
S03728,2,Senior Data Analyst,Adobe,16.46,2,False,True
S01487,4,Senior DevOps Engineer,Atlassian,72.79,2,False,True
S02757,4,Senior Consultant,Microsoft,90.69,2,False,False
S02548,4,Senior Software Engineer,Flipkart,16.28,2,False,True
S04255,2,Cloud Engineer,TCS,13.08,1,False,False
S02234,3,Software Engineer,Atlassian,72.28,1,False,False
S04452,5,Senior Software Engineer,Accenture,16.7,2,True,False
S01177,4,Senior Consultant,Swiggy,98.83,2,False,True
S03412,5,DevOps Architect,Atlassian,24.36,3,False,True
S00644,5,Staff Software Engineer,Infosys,25.61,4,False,True
S01825,3,Data Analyst,Cognizant,68.53,1,False,True
S04821,2,Systems Engineer,Capgemini,12.23,1,False,False
S00852,2,Cloud Engineer,TCS,10.73,1,False,False
S02911,5,Senior Data Analyst,Microsoft,102.53,2,False,True
S00542,3,Senior Software Engineer,Microsoft,18.66,2,False,True
S01322,2,Graduate Trainee Engineer,Cognizant,14.07,0,False,True
S01233,4,Senior DevOps Engineer,Accenture,16.91,2,False,True
S02800,4,Senior Consultant,Salesforce,17.13,2,False,True
S00479,1,Associate Software Engineer,Zomato,63.68,0,False,True
S03611,1,Associate Software Engineer,Infosys,9.25,0,True,False
S01745,1,Junior DevOps Engineer,Infosys,10.1,0,True,False
S04004,2,Consultant,Salesforce,71.37,1,False,True
S04073,5,Senior DevOps Engineer,TCS,17.87,2,False,False
S04809,4,Senior DevOps Engineer,Wipro,85.51,2,False,True
S00143,3,Consultant,Swiggy,16.41,1,False,True
S01536,2,Data Analyst,TCS,12.35,1,False,False
S04136,3,Senior Consultant,Oracle,17.85,2,False,True
S02773,1,Associate Analyst,Uber,11.17,0,False,True
S01442,3,Software Engineer,TCS,15.41,1,False,False
S04117,2,Junior DevOps Engineer,Amazon,52.0,0,True,False
S00874,3,Senior Consultant,TCS,14.58,2,False,False
S01206,1,Junior DevOps Engineer,Atlassian,50.63,0,True,False
S04092,2,Senior DevOps Engineer,Accenture,15.12,2,True,True
S02935,3,Senior Data Analyst,Wipro,13.64,2,False,False
S04177,3,Lead Software Engineer,Swiggy,18.96,3,False,True
S01782,5,Senior DevOps Engineer,Cisco,18.21,2,False,True
S04497,2,Senior Software Engineer,Infosys,15.54,2,False,True
S04351,2,Software Engineer,TCS,13.6,1,True,True
S02621,5,Engineering Manager,LTI Mindtree,25.46,4,False,True
S02643,2,Data Analyst,Accenture,10.08,1,True,False
S03220,1,Associate Software Engineer,Cognizant,8.6,0,True,False
S00278,5,Principal Architect,Cognizant,23.47,4,False,True
S03240,2,Junior DevOps Engineer,TCS,11.39,0,True,False
S01708,2,Consultant,Zomato,13.4,1,False,True
S02287,1,Associate Software Engineer,Adobe,52.41,0,False,False
S01806,1,Associate Software Engineer,Adobe,44.37,0,True,False
S01235,1,Junior DevOps Engineer,Accenture,10.17,0,False,False
S03086,4,Senior DevOps Engineer,Infosys,18.35,2,False,False
S04656,3,Senior DevOps Engineer,Infosys,15.2,2,False,False
S01220,2,Software Engineer,Cognizant,11.18,1,False,False
S00196,3,Software Engineer,Infosys,12.88,1,False,False
S04098,1,Associate Analyst,Oracle,10.8,0,False,True
S03750,5,Senior DevOps Engineer,Swiggy,105.83,2,False,True
S04846,3,Senior Software Engineer,Capgemini,17.23,2,False,True
S00921,4,Technical Lead,Salesforce,115.5,3,False,True
S02723,2,Systems Engineer,Flipkart,14.55,1,True,True
S04810,2,Associate Software Engineer,TCS,10.41,0,False,False
S00201,3,Technical Lead,Razorpay,20.92,3,False,True
S04783,4,Senior Data Analyst,Salesforce,17.79,2,False,True
S01639,2,Systems Engineer,Swiggy,14.2,1,False,True
S01865,1,Associate Software Engineer,Flipkart,56.92,0,False,True
S00767,1,Graduate Trainee Engineer,LTI Mindtree,10.8,0,False,False
S00014,3,Technical Lead,Wipro,96.25,3,False,True
S02712,4,Senior Consultant,Atlassian,20.28,2,False,True
S03490,1,Junior DevOps Engineer,Accenture,60.13,0,False,True
S04646,3,Senior Data Analyst,Wipro,15.73,2,True,False
S04550,2,Software Engineer,Infosys,11.6,1,True,False
S00384,5,Technical Lead,TCS,18.89,3,True,True
S03355,4,Senior DevOps Engineer,TCS,16.53,2,False,False
S01078,4,Systems Engineer,LTI Mindtree,16.8,1,False,True
S01171,4,Senior Consultant,Swiggy,19.26,2,False,True
S02372,4,Senior Software Engineer,Atlassian,20.66,2,False,True
S03841,1,Cloud Engineer,Cognizant,12.46,1,False,False
S00671,1,Associate Analyst,Accenture,8.42,0,False,False
S03742,3,Senior Software Engineer,Microsoft,72.84,2,False,False
S00207,1,Associate Analyst,Infosys,9.87,0,False,False
S04151,5,DevOps Architect,Cisco,17.72,3,False,True
S03224,1,Junior DevOps Engineer,TCS,8.75,0,False,False
S04807,2,Senior Software Engineer,Microsoft,67.0,2,False,False
S02181,2,Associate Analyst,Cisco,14.06,0,False,True
S03756,4,Senior Consultant,Infosys,16.12,2,True,False
S04461,3,Consultant,Amazon,59.93,1,False,False
S04319,3,Consultant,Paytm,76.14,1,True,True
S04145,1,Graduate Trainee Engineer,Amazon,48.52,0,True,False
S04519,1,Associate Software Engineer,Cisco,12.39,0,True,True
S03185,3,Senior Software Engineer,Microsoft,92.79,2,False,True
S02926,4,Senior Data Analyst,Google,20.22,2,True,True
S04312,4,Senior Consultant,Flipkart,17.13,2,False,True
S00761,2,Cloud Engineer,Accenture,63.51,1,False,True
S04941,2,Associate Software Engineer,Uber,58.29,0,False,False
S01058,4,Senior Software Engineer,Capgemini,15.82,2,True,True
S01989,4,Systems Engineer,Google,74.42,1,False,False
S04233,2,Graduate Trainee Engineer,Cognizant,10.92,0,False,False
S04962,3,Senior Consultant,Zomato,88.88,2,True,True
S01986,1,Graduate Trainee Engineer,Cognizant,10.72,0,False,False
S04146,3,Senior Consultant,Zomato,79.31,2,False,True
S00829,3,Senior Data Analyst,Salesforce,85.26,2,False,True
S02535,2,Associate Analyst,Zomato,12.01,0,False,True
S00421,2,Associate Analyst,Salesforce,13.29,0,True,True
S02112,2,Graduate Trainee Engineer,Wipro,9.01,0,False,False
S04082,2,Data Analyst,Google,15.33,1,False,True
S02118,3,Systems Engineer,Adobe,14.46,1,False,True
S00204,5,Senior Data Analyst,TCS,15.09,2,True,False
S03676,1,Graduate Trainee Engineer,TCS,10.43,0,True,False
S04914,5,Senior Technical Lead,Microsoft,103.84,4,False,False
S04274,2,Cloud Engineer,Cognizant,16.13,1,False,True
S01091,4,Data Science Lead,Flipkart,20.88,3,False,True
S01876,4,Software Engineer,Zomato,19.32,1,False,True
S02563,2,Consultant,Microsoft,14.39,1,True,True
S01567,3,Consultant,Microsoft,64.52,1,False,False
S04796,3,Cloud Engineer,Paytm,15.53,1,False,True
S00134,1,Associate Software Engineer,Accenture,11.14,0,False,False
S03895,1,Junior DevOps Engineer,Razorpay,56.62,0,False,True
S01569,3,Data Science Lead,Cognizant,17.35,3,False,False
S02343,2,Software Engineer,Salesforce,14.53,1,True,True
S01656,2,Graduate Trainee Engineer,Capgemini,12.38,0,True,False
S00513,2,Systems Engineer,Adobe,16.26,1,False,True
S00265,2,Data Analyst,Amazon,62.52,1,False,False
S04996,2,Associate Software Engineer,Capgemini,11.81,0,False,True
S03188,1,Associate Analyst,Infosys,11.06,0,True,False
S03281,4,Senior Consultant,Wipro,18.25,2,False,True
S00418,1,Graduate Trainee Engineer,Amazon,50.32,0,False,False
S02336,2,Graduate Trainee Engineer,Uber,13.7,0,True,True
S01433,1,Associate Analyst,TCS,9.46,0,True,False
S02192,2,Associate Analyst,Zomato,56.53,0,False,True
S04813,3,Data Analyst,Razorpay,17.25,1,True,True
S00039,2,Data Analyst,Adobe,56.62,1,True,False
S01026,2,Software Engineer,Microsoft,14.64,1,True,True
S03485,1,Associate Software Engineer,Cognizant,62.13,0,False,True
S00664,4,Data Science Lead,LTI Mindtree,16.3,3,False,False
S04135,3,Consultant,Adobe,71.71,1,False,False
S01036,3,Senior Software Engineer,TCS,13.85,2,False,False
S03930,3,Cloud Engineer,TCS,80.28,1,True,True
S02240,2,Senior DevOps Engineer,Cisco,73.81,2,False,False
S01635,4,Senior Consultant,Flipkart,17.95,2,False,True
S00071,1,Graduate Trainee Engineer,LTI Mindtree,59.98,0,False,True
S03351,1,Associate Software Engineer,TCS,8.6,0,False,False
S01751,1,Junior DevOps Engineer,Cognizant,10.85,0,False,True
S03469,1,Cloud Engineer,Accenture,11.03,1,True,False
S03242,1,Data Analyst,Infosys,10.49,1,False,False
S00499,3,Senior Data Analyst,Infosys,17.83,2,False,True
